,nct_id,study_type,acronym,baseline_population,brief_title,official_title,overall_status
115,NCT04451395,Interventional,,,"Investigating Pathways Between Maternal Nutritional Status, Breastmilk Composition, and Infant Linear Growth in Rural Pakistan","Investigating Pathways Between Maternal Nutritional Status, Breastmilk Composition, and Infant Linear Growth in Rural Pakistan",Not yet recruiting
116,NCT04451382,Observational,TROOP,,PTNS vs Botox of Refractory OAB,Treatment of Refractory Overactive Bladder (OAB) With OnabotulinumtoxinA vs. PTNS: TROOP Trial,Terminated
117,NCT04451369,Interventional,TRAINING,,Connected Prehabilitation Program During Neo Adjuvant Chemotherapy,Multicenter Randomized Study Comparing Neo Adjuvant Chemotherapy for Patients Managed for Ovarian Cancer With or Without a Connected Prehabilitation Program,Not yet recruiting
118,NCT04451356,Observational [Patient Registry],ROKET-CV,,Romanian Kidney Transplant Cardiovascular Risk Registry,The Complex Evaluation of the Cardiovascular Risk in the Kidney Transplant Patients,Recruiting
119,NCT04451343,Observational,MACHROAPIK,,The Life and Care of Patients With Colorectal Cancer Before Age 65 and Their Kindred,The Life and Care of Patients With Colorectal Cancer Before Age 65 and Their Kindred,Recruiting
120,NCT04451330,Interventional,DUAL,,A Study to Compare Efficacy and Safety of Trifarotene Cream When Used With an Oral Antibiotic for the Treatment of Severe Acne Vulgaris (AV),"A Multi-Center, Randomized, Double-Blind, Placebo Controlled Study To Compare Efficacy and Safety of Trifarotene (CD5789) Cream When Used Withan Oral Antibiotic for the Treatment of Severe Acne Vulgaris",Not yet recruiting
121,NCT04451317,Observational,PhysiCOVID,,"Changes in Physical and Sports Activity, Anxiety and Sleep Patterns Following the Containment Period Imposed by the COVID-19 Pandemic in Patients With Chronic Medical Conditions and in Healthy Athletes.","Changes in Physical and Sports Activity, Anxiety and Sleep Patterns Following the Containment Period Imposed by the COVID-19 Pandemic in Patients With Chronic Medical Conditions and in Healthy Athletes.",Not yet recruiting
122,NCT04451304,Observational [Patient Registry],,,Autonomic Reflexes During Intra-arterial Chemotherapy for Retinoblastoma,Cardiorespiratory Autonomic Reflexes During Superselective Ophthalmic Artery Chemotherapy for Retinoblastoma in Children: a Prospective Observational Study.,Recruiting
123,NCT04451291,Interventional,,,Study of Decidual Stromal Cells to Treat COVID-19 Respiratory Failure,DSC-COVID-19: An Open-label Study on the Safety and Efficacy of Decidual Stromal Cells in Respiratory Failure Induced by COVID-19,Not yet recruiting
124,NCT04451278,Observational,RESPIRE,,RESting-state Functional MRI for Prediction of Post-surgical Prognosis In Pediatric Drug-Resistant Epilepsy,RESting-state Functional MRI for Prediction of Post-surgical Prognosis In Pediatric Drug-Resistant Epilepsy,Not yet recruiting
125,NCT04451265,Observational,DACODAC,,Diagnostic Accuracy of Optimized Diffusion-Weighted Imaging for Detecting Anterior Ischemic Optic Neuropathy,Diagnostic Accuracy of Optimized Diffusion-Weighted Imaging for Detecting Anterior Ischemic Optic Neuropathy,Not yet recruiting
126,NCT04451252,Observational,PReTI-Back,,Predicting Response to Interventional Pain Management Techniques in Chronic Low Back Pain in a Prospective Cohort.,Observational Prospective Single Centre Study of the Response to Interventional Pain Management Techniques in Chronic Low Back Pain in Adults. 1 and 6 Months Follow-up. Multivariate Analysis of Predictors of Response. Predictive Model.,Recruiting
127,NCT04451239,Interventional,,,Topical Steroids and Cyclosporin-A for COVID-19 Keratoconjunctivitis,Combined Topical Corticosteroid and Topical Cyclosporine-A for Management of COVID-19 Keratoconjunctivitis; a Pilot Study,Not yet recruiting
128,NCT04451096,Interventional,,,Probiotics-prebiotic Fiber Therapy in Parkinson's Disease Patients With Constipation,Probiotics-prebiotic Fiber Therapy Improved Bowel Opening Frequency and Whole Gut Transit Time in Parkinson's Disease Patients With Constipation: A Randomised Controlled Study,Completed
129,NCT04451083,Interventional,,,Multiple-dose Study of FOY-305 in Japanese Healthy Adult Male Subjects,Multiple-dose Study of FOY-305 in Japanese Healthy Adult Male Subjects,Not yet recruiting
130,NCT04451070,Observational [Patient Registry],,,Impact of Curricular Transformation on Family Medicine Resident Burnout,Impact of Clinic First Curricular Transformation on Family Medicine Resident Burnout at an Air Force Family Medicine Residency,Enrolling by invitation
131,NCT04451226,Interventional,Moonlight 3,,A Study to Assess the Safety and Tolerability of Fezolinetant in Women Seeking Treatment for Relief of Vasomotor Symptoms (VMS) Associated With Menopause,A Single-Arm Phase 3 Clinical Study to Investigate the Long-Term Safety of Fezolinetant in Women in China Suffering From Vasomotor Symptoms (Hot Flashes) Associated With Menopause,Not yet recruiting
132,NCT04451213,Interventional,,,Magnetic Resonance Imaging and Neuro-Psychological Testing In Cystic Fibrosis,Magnetic Resonance Imaging and Neuro-Psychological Testing In Cystic Fibrosis,Not yet recruiting
133,NCT04451200,Interventional,BUSEQ,,SEQUENTIAL AND PERSONALIZED BUSULFAN ADMINISTRATION BY PHARMACOKINETICS PATIENTS WITH MALIGNANT HEMOPATHIA,SEQUENTIAL AND PERSONALIZED BUSULFAN ADMINISTRATION BY PHARMACOKINETICS IN ALLOGENIC GRAFT CONDITIONING FOR PATIENTS WITH MALIGNANT HEMOPATHIA NOT ELIGIBLE FOR STANDARD MYELOABLATIVE PACKAGING,Not yet recruiting
134,NCT04451187,Interventional,,,A Study of Oral Seltorexant as an add-on Medication to an Antidepressant on On-road Driving Performance in Participants With Major Depressive Disorder,"A Multicentric, Randomized, Double-Blind, Placebo- and Positive-Controlled 4-way Crossover Study to Evaluate the Effects of Single and Repeated Administration of Oral Seltorexant as an add-on Medication to an Antidepressant on On-Road Driving Performance in Participants With Major Depressive Disorder",Not yet recruiting
135,NCT04451174,Interventional,PREDCOVID,,Early Use of Corticosteroids in Hospitalized Patients With Moderate COVID19 Pneumonia,Early Use of Corticosteroids in Hospitalized Patients With Moderate COVID19 Pneumonia (PREDCOVID),Not yet recruiting
136,NCT04451161,Interventional,,,A Hybrid Type 2 Trial of Trauma-Focused Cognitive Behavioral Therapy and a Pragmatic Individual-Level Implementation Strategy,A Hybrid Type 2 Trial of Trauma-Focused Cognitive Behavioral Therapy and a Pragmatic Individual-Level Implementation Strategy,Not yet recruiting
137,NCT04451148,Observational,MATOMS,,Gut Microbiome and Obesity,Gut Microbiome As Target of Intervention Against Obesity and Metabolic Syndrome,Recruiting
138,NCT04451135,Interventional,,,CET- REM (Correlating ECT Response to EEG Markers),Correlating Electroconvulsive Therapy Response to Electroencephalographic Ictal Complexes and Postictal Markers,Not yet recruiting
139,NCT04451122,Interventional,,,Treatment of Ocular Demodicosis by Cleansing the Eyelid Margins Combined With Tea Tree Oil Ointment,Treatment of Ocular Demodicosis by Cleansing the Eyelid Margins Combined With Tea Tree Oil Ointment,Recruiting
140,NCT04451109,Observational,,,Dilapan-S®: A Multicenter US E-registry,Dilapan-S®: A Multicenter US E-registry,Enrolling by invitation
141,NCT04451057,Interventional,OSACA CATS,,High Flow Nasal Cannula in Pediatric Patients After Cardiothoracic Surgery,High Flow Nasal Cannula in Pediatric Patients After Cardiothoracic Surgery:A Randomized Controlled Trial,Not yet recruiting
142,NCT04451044,Interventional,DEFINE GPS,,Distal Evaluation of Functional Performance With Intravascular Sensors to Assess the Narrowing Effect: Guided Physiologic Stenting,Distal Evaluation of Functional Performance With Intravascular Sensors to Assess the Narrowing Effect: Guided Physiologic Stenting,Not yet recruiting
143,NCT04451031,Interventional,,,Evaluation of the Impact of Linking Families and Teens (LiFT) Curriculum,Evaluation of the Impact of Linking Families and Teens (LiFT) Curriculum,Completed
144,NCT04451018,Observational,SYSTOE-HAIDI,,Evaluation of Macro and Microcirculatory Arterial Condition of the Upper Limb in Insufficiently Renal Patients,Evaluation of Macro and Microcirculatory Arterial Condition of the Upper Limb in Insufficiently Renal Patients,Recruiting
145,NCT04451005,Observational,,,Diagnostic Evaluation of Sarcopenia in Elderly Patients,Development of a New Sarcopenia Screening Tool in the Elderly,Completed
146,NCT04450992,Observational,,,TRACK-MSA: A Longitudinal Study to Define Outcome Measures in Multiple System Atrophy,"TRACK-MSA: An Observational Longitudinal Oligo-Center Study to Define Clinical, Biofluid, Imaging and Digital Outcome Measures in Multiple System Atrophy",Recruiting
147,NCT04450979,Interventional,Inflammaging,,"A Randomised, Double-blinded, Parallel Group, Placebo-Controlled Study to Evaluate the Effects of a Bioactive Peptide on Symptoms of Digestive Discomfort in the Elderly","A Randomised, Double-blinded, Parallel Group, Placebo-Controlled Study to Evaluate the Effects of a Bioactive Peptide on Symptoms of Digestive Discomfort in the Elderly",Completed
148,NCT04450966,Interventional,ASPIRE,,Adolescent Substance Use Prevention Intervention Research Study in Pediatric Primary Care,"Computer-facilitated Screening and Brief Intervention (cSBI) in Pediatric Primary Care to Reduce Underage Drinking: a Large, Multi-site Randomized Trial",Not yet recruiting
149,NCT04450953,Interventional,EVATRAN,,The Effect of Eplerenone on the Evolution of Vasculopathy in Renal Transplant Patients.,A Randomized Crossover Clinical Trial Regarding the Blockage of the Mineralocorticoid Receptor Using Eplerenone on the Evolution of Arterial Stiffness in Kidney Patients One Year After Transplant,Not yet recruiting
150,NCT04450940,Interventional,,,Impact of PACV Administration on Vaccine Hesitancy,"Examining the Impact of PACV Administration on Vaccine Hesitancy: a Randomized Control Trial, Houston, TX",Completed
151,NCT04450927,Observational,,,Data Collection of Standard Care and Evaluation of NHLBI Patients and Donors,Data Collection of Standard Care and Evaluation of NHLBI Patients and Donors,Recruiting
152,NCT04450914,Interventional,SDM4IP,,Implementing Shared Decision Making (SDM) For Individualized CV Prevention (SDM4IP),Implementing Shared Decision Making (SDM) For Individualized CV Prevention (SDM4IP),Enrolling by invitation
153,NCT04448015,Interventional,,,Perinatal Care and Medication Assisted Treatment: Carbon/Emery Counties,Perinatal Care and Medication Assisted Treatment: Carbon/Emery Counties,Recruiting
154,NCT04450901,Interventional,,,Dose Escalation/Dose Expansion Study of YBL-006 in Patients With Advanced Solid Tumors,"A Phase 1, Open-Label, Multicenter, Single Arm, Dose Escalation/Dose Expansion Study of YBL-006 in Patients With Advanced Solid Tumors",Not yet recruiting
155,NCT04450888,Interventional,EMT-OCSP,,Effects of Message Framing and Time Discounting on Health Communication for Optimum Cardiovascular Disease and Stroke Prevention,"Effects of Message Framing and Time Discounting on Health Communication for Optimum Cardiovascular Disease and Stroke Prevention(EMT-OCSP): a Pragmatic,Multi-centre, Observer-blinded,12-month Randomised Controlled Study",Not yet recruiting
156,NCT04450875,Interventional,,,Efficacy of Nutritional Therapy With High Methionine Content in the Treatment of NAFLD,Efficacy of Nutritional Therapy With High Methionine Content in the Treatment of Non-alcoholic Fatty Liver: a Randomized Clinical Trial,Completed
157,NCT04450862,Interventional,,,Anxiety Self-management Intervention for Pulmonary Hypertension,Development and Pilot Randomised Controlled Trial of a Self-management Intervention to Help Individuals With Pulmonary Hypertension Live Better With Anxiety,Not yet recruiting
158,NCT04450849,Interventional,RPPCMABBICFD,,Regenerative Potential of a Collagen Membrane Associated or Not to Bovine Bone in Class II Furcation Defects.,Regenerative Potential of a Collagen Membrane Associated or Not to Bovine Bone in Class II Furcation Defects - A Randomized Clinical Trial.,Completed
159,NCT04450836,Interventional,SOREGATT,,Sequences Of REGorafenib And Trifluridine/Tipiracil in Patients With Metastatic Colorectal Cancer,"A Randomized, Phase II Study Comparing the Sequences of Regorafenib and Trifluridine/Tipiracil, After Failure of Standard Therapies in Patients With Metastatic Colorectal Cancer",Not yet recruiting
160,NCT04450823,Observational,,,From Short-term Surgical Missions Towards Sustainable Partnerships,From Short-term Surgical Missions Towards Sustainable Partnerships A Survey Among Active Members in the Global Surgical Workforce,Completed
161,NCT04450810,Observational,,,Role of ET-1 in Periodontitis and Diabetes,Evaluation of Serum and Salivary ET-1 in Periodontitis and Diabetes Patients,Completed
162,NCT04450797,Interventional,NaVPS,,Intraoperative Ultrasound Guided Compared to Stereotactic Navigated Ventriculoperitoneal Shunt Placement,Intraoperative Ultrasound Guided Compared to Stereotactic Navigated Ventriculoperitoneal Shunt Placement: A Randomized Controlled Study,Recruiting
163,NCT04450784,Observational,OSCARE,,ObServatory Children Acute RElated Therapy Leukemia,ObServatory Children Acute RElated Therapy Leukemia,Not yet recruiting
164,NCT04450771,Interventional,,,Confirming the Efficacy/Mechanism of Family Therapy for Children With Low Weight ARFID,Confirming the Efficacy/Mechanism of Family Therapy for Children With Low Weight Avoidant/Restrictive Food Intake Disorder (ARFID),Not yet recruiting
165,NCT04450758,Observational,ACBC,,Acute Colon Resection Versus Bridge to Colon Surgery With Stent or Stoma,Acute Colon Resection Versus Bridge to Colon Surgery With Stent or Stoma: a Prospective Cohort Study,Recruiting
166,NCT04450745,Interventional,,,Physical Exercise in Normobaric Hypoxia and Normoxia in Type 1 Diabetic Patients,Physical Exercise in Normobaric Hypoxia and Normoxia in Type 1 Diabetic Patients,Enrolling by invitation
167,NCT04450732,Interventional,,,Safety of GQ1001 in Adult Patients With HER2-Positive Advanced Solid Tumors,"A Phase 1, First-In-Human, Multicenter, Open-Label, Study of GQ1001, a HER2 Targeted Antibody-Drug Conjugate, Administered Intravenously, in Adult Patients With HER2-Positive Advanced Solid Tumors",Not yet recruiting
